no,ponpes,text_combined,sentimen_lexicon,aspek_manual,text_refined,tokens,predicted_aspek,predicted_aspek_label,predicted_sentimen_lexicon
466,Ponpes Syekh Hasan Yamani,masya allah anak uji tuju latih mampu bahasa arab inggris,Negatif,Prestasi,Masya allah anak uji tuju latih mampu bahasa arab inggris,"['masya', 'allah', 'anak', 'uji', 'tuju', 'latih', 'bahasa', 'arab', 'inggris']",8,Sosial,netral
467,Ponpes Syekh Hasan Yamani,masyaallah anak shaleh shalehah smoga ujianx brjalan lancar aamiin uji tuju latih mampu bahasa arab inggris,Negatif,Prestasi,Masyaallah anak shaleh shalehah smoga ujianx brjalan lancar aamiin uji tuju latih mampu bahasa arab inggris,"['masyaallah', 'anak', 'shaleh', 'shalehah', 'smoga', 'ujianx', 'brjalan', 'lancar', 'aamiin', 'uji', 'tuju', 'latih', 'bahasa', 'arab', 'inggris']",8,Sosial,netral
468,Ponpes Syekh Hasan Yamani,semangat terus ajar anak anak soleh moga lancarn smua uji nya nk uji tuju latih mampu bahasa arab inggris,Negatif,Prestasi,Semangat terus ajar anak anak soleh moga lancarn smua uji nya nk uji tuju latih mampu bahasa arab inggris,"['semangat', 'ajar', 'anak', 'anak', 'soleh', 'moga', 'lancarn', 'smua', 'uji', 'nya', 'nk', 'uji', 'tuju', 'latih', 'bahasa', 'arab', 'inggris']",6,Akademik,netral
469,Ponpes Syekh Hasan Yamani,masyaallah semangat ujianx anak hafalanx bejalan lancar amiin uji tuju latih mampu bahasa arab inggris,Negatif,Prestasi,Masyaallah semangat ujianx anak hafalanx bejalan lancar amiin uji tuju latih mampu bahasa arab inggris,"['masyaallah', 'semangat', 'ujianx', 'anak', 'hafalanx', 'bejalan', 'lancar', 'amiin', 'uji', 'tuju', 'latih', 'bahasa', 'arab', 'inggris']",8,Sosial,negatif
470,Ponpes Syekh Hasan Yamani,masyaallah semangat uji nak sholeh moga uji hafal lancar uji tuju latih mampu bahasa arab inggris,Negatif,Prestasi,Masyaallah semangat uji nak sholeh moga uji hafal lancar uji tuju latih mampu bahasa arab inggris,"['masyaallah', 'semangat', 'uji', 'nak', 'sholeh', 'moga', 'uji', 'hafal', 'lancar', 'uji', 'tuju', 'latih', 'bahasa', 'arab', 'inggris']",8,Sosial,positif
471,Ponpes Syekh Hasan Yamani,moga anak anak semua santri wati beri sehat kuat bisa ikut uji baik lancar aamiin good luck for first semester examination pondok pesantren syekh,Negatif,Kegiatan Pondok,Moga anak anak semua santri wati beri sehat kuat bisa ikut uji baik lancar aamiin good luck for first semester examination pondok pesantren syekh,"['moga', 'anak', 'anak', 'santri', 'wati', 'sehat', 'kuat', 'uji', 'lancar', 'aamiin', 'good', 'luck', 'for', 'first', 'semester', 'examination', 'pondok', 'pesantren', 'syekh']",8,Sosial,positif
472,Ponpes Syekh Hasan Yamani,masyaallah semangat buat semuaa anak sholeh sholehah sehat slluh pondok good luck for first semester examination pondok pesantren syekh,Positif,Kegiatan Pondok,Masyaallah semangat buat semuaa anak sholeh sholehah sehat slluh pondok good luck for first semester examination pondok pesantren syekh,"['masyaallah', 'semangat', 'semuaa', 'anak', 'sholeh', 'sholehah', 'sehat', 'slluh', 'pondok', 'good', 'luck', 'for', 'first', 'semester', 'examination', 'pondok', 'pesantren', 'syekh']",8,Sosial,positif
473,Ponpes Syekh Hasan Yamani,maaf jadi mulai hari ahad bisami besuk anak anak maklumat umum resmi,Negatif,Kegiatan Pondok,Maaf jadi mulai hari ahad bisami besuk anak anak maklumat umum resmi,"['maaf', 'ahad', 'bisami', 'besuk', 'anak', 'anak', 'maklumat', 'resmi']",3,Kegiatan Pondok,positif
474,Ponpes Syekh Hasan Yamani,maasyaallah tabarakallah moment langka ustadz pagelaran panggung gembirax asa nonton konser luar biasa saluut ponpes syekh hasan yamani lembar sejarah kami ukir lalu rajut sama tegak nilai juang,Negatif,Kegiatan Pondok,Maasyaallah tabarakallah moment langka ustadz pagelaran panggung gembirax asa nonton konser luar biasa saluut ponpes syekh hasan yamani lembar sejarah kami ukir lalu rajut sama tegak nilai juang,"['maasyaallah', 'tabarakallah', 'moment', 'langka', 'ustadz', 'pagelaran', 'panggung', 'gembirax', 'asa', 'nonton', 'konser', 'saluut', 'ponpes', 'syekh', 'hasan', 'yamani', 'lembar', 'sejarah', 'ukir', 'rajut', 'tegak', 'nilai', 'juang']",8,Sosial,positif
475,Ponpes Syekh Hasan Yamani,sukses selalu pondok cinta shyekh hasan yamani lembar sejarah kami ukir lalu rajut sama tegak nilai juang,Positif,Kegiatan Pondok,Sukses selalu pondok cinta shyekh hasan yamani lembar sejarah kami ukir lalu rajut sama tegak nilai juang,"['sukses', 'pondok', 'cinta', 'shyekh', 'hasan', 'yamani', 'lembar', 'sejarah', 'ukir', 'rajut', 'tegak', 'nilai', 'juang']",8,Sosial,positif
476,Ponpes Syekh Hasan Yamani,masyaallah mengahx view atas udara acara giat apresiasi seni santri panggung gembira,Negatif,Lingkungan,Masyaallah mengahx view atas udara acara giat apresiasi seni santri panggung gembira,"['masyaallah', 'mengahx', 'view', 'udara', 'acara', 'giat', 'apresiasi', 'seni', 'santri', 'panggung', 'gembira']",6,Akademik,negatif
477,Ponpes Syekh Hasan Yamani,rasa sangat untung sempat jadi bagi pps hasan yamani meski sebentar moga selalu lahir cipta insan saleh saleha aamiin aamiin aamiin view atas udara acara giat apresiasi seni santri panggung gembira,Negatif,Lingkungan,Rasa sangat untung sempat jadi bagi pps hasan yamani meski sebentar moga selalu lahir cipta insan saleh saleha aamiin aamiin aamiin view atas udara acara giat apresiasi seni santri panggung gembira,"['untung', 'pps', 'hasan', 'yamani', 'sebentar', 'moga', 'lahir', 'cipta', 'insan', 'saleh', 'saleha', 'aamiin', 'aamiin', 'aamiin', 'view', 'udara', 'acara', 'giat', 'apresiasi', 'seni', 'santri', 'panggung', 'gembira']",6,Akademik,netral
478,Ponpes Syekh Hasan Yamani,alhamdulillah masyaalloh tabarrokalloh view atas udara acara giat apresiasi seni santri panggung gembira,Negatif,Lingkungan,Alhamdulillah masyaalloh tabarrokalloh view atas udara acara giat apresiasi seni santri panggung gembira,"['alhamdulillah', 'masyaalloh', 'tabarrokalloh', 'view', 'udara', 'acara', 'giat', 'apresiasi', 'seni', 'santri', 'panggung', 'gembira']",6,Akademik,negatif
479,Ponpes Syekh Hasan Yamani,alhamdulillah allah perna jadi bagi huni hasan yamani alumni pertama santriwati walaupun jadi santriwati pertama santriwati tetap semangat terima kasih ustadz ustadzah atas ilmu abdi miss you hasan yamani view atas udara acara giat apresiasi seni santri panggung gembira,Negatif,Kegiatan Pondok,Alhamdulillah allah perna jadi bagi huni hasan yamani alumni pertama santriwati walaupun jadi santriwati pertama santriwati tetap semangat terima kasih ustadz ustadzah atas ilmu abdi miss you hasan yamani view atas udara acara giat apresiasi seni santri panggung gembira,"['alhamdulillah', 'allah', 'perna', 'huni', 'hasan', 'yamani', 'alumni', 'santriwati', 'santriwati', 'santriwati', 'semangat', 'terima', 'kasih', 'ustadz', 'ustadzah', 'ilmu', 'abdi', 'miss', 'you', 'hasan', 'yamani', 'view', 'udara', 'acara', 'giat', 'apresiasi', 'seni', 'santri', 'panggung', 'gembira']",6,Akademik,positif
480,Ponpes Syekh Hasan Yamani,rindu masa saat jadi main pentas meski aederhana view atas udara acara giat apresiasi seni santri panggung gembira,Negatif,Lingkungan,Rindu masa saat jadi main pentas meski aederhana view atas udara acara giat apresiasi seni santri panggung gembira,"['rindu', 'main', 'pentas', 'aederhana', 'view', 'udara', 'acara', 'giat', 'apresiasi', 'seni', 'santri', 'panggung', 'gembira']",6,Akademik,negatif
481,Ponpes Syekh Hasan Yamani,masya allah view atas udara acara giat apresiasi seni santri panggung gembira,Negatif,Lingkungan,Masya allah view atas udara acara giat apresiasi seni santri panggung gembira,"['masya', 'allah', 'view', 'udara', 'acara', 'giat', 'apresiasi', 'seni', 'santri', 'panggung', 'gembira']",6,Akademik,negatif
482,Ponpes Syekh Hasan Yamani,masyaa allah view atas udara acara giat apresiasi seni santri panggung gembira,Negatif,Lingkungan,Masyaa allah view atas udara acara giat apresiasi seni santri panggung gembira,"['masyaa', 'allah', 'view', 'udara', 'acara', 'giat', 'apresiasi', 'seni', 'santri', 'panggung', 'gembira']",6,Akademik,negatif
483,Ponpes Syekh Hasan Yamani,moga nak putri sukses selalu view atas udara acara giat apresiasi seni santri panggung gembira,Negatif,Lingkungan,Moga nak putri sukses selalu view atas udara acara giat apresiasi seni santri panggung gembira,"['moga', 'nak', 'putri', 'sukses', 'view', 'udara', 'acara', 'giat', 'apresiasi', 'seni', 'santri', 'panggung', 'gembira']",6,Akademik,netral
484,Ponpes Syekh Hasan Yamani,subhanallah mudah anak ad rezeki mondok hasan yamani view atas udara acara giat apresiasi seni santri panggung gembira,Negatif,Lingkungan,Subhanallah mudah anak ad rezeki mondok hasan yamani view atas udara acara giat apresiasi seni santri panggung gembira,"['subhanallah', 'mudah', 'anak', 'ad', 'rezeki', 'mondok', 'hasan', 'yamani', 'view', 'udara', 'acara', 'giat', 'apresiasi', 'seni', 'santri', 'panggung', 'gembira']",6,Akademik,negatif
485,Ponpes Syekh Hasan Yamani,masya allah megahx view atas udara acara giat apresiasi seni santri panggung gembira,Negatif,Lingkungan,Masya allah megahx view atas udara acara giat apresiasi seni santri panggung gembira,"['masya', 'allah', 'megahx', 'view', 'udara', 'acara', 'giat', 'apresiasi', 'seni', 'santri', 'panggung', 'gembira']",6,Akademik,negatif
486,Ponpes Syekh Hasan Yamani,makasih ust ustadzah pondok pesantren syekh hasan yamani telah beri ruang gerak kontribusi dlm kembang potensi seni anak view atas udara acara giat apresiasi seni santri panggung gembira,Negatif,Lingkungan,Makasih ust ustadzah pondok pesantren syekh hasan yamani telah beri ruang gerak kontribusi dlm kembang potensi seni anak view atas udara acara giat apresiasi seni santri panggung gembira,"['makasih', 'ust', 'ustadzah', 'pondok', 'pesantren', 'syekh', 'hasan', 'yamani', 'ruang', 'gerak', 'kontribusi', 'dlm', 'kembang', 'potensi', 'seni', 'anak', 'view', 'udara', 'acara', 'giat', 'apresiasi', 'seni', 'santri', 'panggung', 'gembira']",6,Akademik,negatif
487,Ponpes Syekh Hasan Yamani,izin share view atas udara acara giat apresiasi seni santri panggung gembira,Negatif,Lingkungan,Izin share view atas udara acara giat apresiasi seni santri panggung gembira,"['izin', 'share', 'view', 'udara', 'acara', 'giat', 'apresiasi', 'seni', 'santri', 'panggung', 'gembira']",6,Akademik,negatif
488,Ponpes Syekh Hasan Yamani,pesantren mn say view atas udara acara giat apresiasi seni santri panggung gembira,Negatif,Lingkungan,Pesantren mn say view atas udara acara giat apresiasi seni santri panggung gembira,"['pesantren', 'mn', 'say', 'view', 'udara', 'acara', 'giat', 'apresiasi', 'seni', 'santri', 'panggung', 'gembira']",6,Akademik,negatif
489,Ponpes Syekh Hasan Yamani,semangat anak q semoaga sehat slalu dalam sana doa serta slalu view atas udara acara giat apresiasi seni santri panggung gembira,Negatif,Lingkungan,Semangat anak q semoaga sehat slalu dalam sana doa serta slalu view atas udara acara giat apresiasi seni santri panggung gembira,"['semangat', 'anak', 'q', 'semoaga', 'sehat', 'slalu', 'doa', 'slalu', 'view', 'udara', 'acara', 'giat', 'apresiasi', 'seni', 'santri', 'panggung', 'gembira']",6,Akademik,negatif
490,Ponpes Syekh Hasan Yamani,maasyaallah tabarakallah view atas udara acara giat apresiasi seni santri panggung gembira,Negatif,Lingkungan,Maasyaallah tabarakallah view atas udara acara giat apresiasi seni santri panggung gembira,"['maasyaallah', 'tabarakallah', 'view', 'udara', 'acara', 'giat', 'apresiasi', 'seni', 'santri', 'panggung', 'gembira']",6,Akademik,negatif
491,Ponpes Syekh Hasan Yamani,masyaallah tabarokallah view atas udara acara giat apresiasi seni santri panggung gembira,Negatif,Lingkungan,Masyaallah tabarokallah view atas udara acara giat apresiasi seni santri panggung gembira,"['masyaallah', 'tabarokallah', 'view', 'udara', 'acara', 'giat', 'apresiasi', 'seni', 'santri', 'panggung', 'gembira']",6,Akademik,negatif
492,Ponpes Syekh Hasan Yamani,pentas dong ustadz view atas udara acara giat apresiasi seni santri panggung gembira,Negatif,Lingkungan,Pentas dong ustadz view atas udara acara giat apresiasi seni santri panggung gembira,"['pentas', 'ustadz', 'view', 'udara', 'acara', 'giat', 'apresiasi', 'seni', 'santri', 'panggung', 'gembira']",6,Akademik,negatif
493,Ponpes Syekh Hasan Yamani,keren recap vidio maulid pondok pesantren syekh hasan yamani,Negatif,Kegiatan Pondok,Keren recap vidio maulid pondok pesantren syekh hasan yamani,"['keren', 'recap', 'vidio', 'maulid', 'pondok', 'pesantren', 'syekh', 'hasan', 'yamani']",8,Sosial,netral
494,Ponpes Syekh Hasan Yamani,izin share recap vidio maulid pondok pesantren syekh hasan yamani,Negatif,Kegiatan Pondok,Izin share recap vidio maulid pondok pesantren syekh hasan yamani,"['izin', 'share', 'recap', 'vidio', 'maulid', 'pondok', 'pesantren', 'syekh', 'hasan', 'yamani']",8,Sosial,negatif
495,Ponpes Syekh Hasan Yamani,aamiin berkah jaya selalu pondok pesantren syekh hasan yamani,Positif,Kegiatan Pondok,Aamiin berkah jaya selalu pondok pesantren syekh hasan yamani,"['aamiin', 'berkah', 'jaya', 'pondok', 'pesantren', 'syekh', 'hasan', 'yamani']",8,Sosial,positif
496,Ponpes Syekh Hasan Yamani,aamiin berkah jaya selalu pondok pesantren syekh hasan yamani,Positif,Kegiatan Pondok,Aamiin berkah jaya selalu pondok pesantren syekh hasan yamani,"['aamiin', 'berkah', 'jaya', 'pondok', 'pesantren', 'syekh', 'hasan', 'yamani']",8,Sosial,positif
497,Ponpes Syekh Hasan Yamani,masyaa allah aamiin robbal alamiin berkah jaya selalu pondok pesantren syekh hasan yamani,Positif,Kegiatan Pondok,Masyaa allah aamiin robbal alamiin berkah jaya selalu pondok pesantren syekh hasan yamani,"['masyaa', 'allah', 'aamiin', 'robbal', 'alamiin', 'berkah', 'jaya', 'pondok', 'pesantren', 'syekh', 'hasan', 'yamani']",8,Sosial,positif
498,Ponpes Syekh Hasan Yamani,aamiin berkah jaya selalu pondok pesantren syekh hasan yamani,Positif,Kegiatan Pondok,Aamiin berkah jaya selalu pondok pesantren syekh hasan yamani,"['aamiin', 'berkah', 'jaya', 'pondok', 'pesantren', 'syekh', 'hasan', 'yamani']",8,Sosial,positif
499,Ponpes Syekh Hasan Yamani,aamiin berkah jaya selalu pondok pesantren syekh hasan yamani,Positif,Kegiatan Pondok,Aamiin berkah jaya selalu pondok pesantren syekh hasan yamani,"['aamiin', 'berkah', 'jaya', 'pondok', 'pesantren', 'syekh', 'hasan', 'yamani']",8,Sosial,positif
500,Ponpes Syekh Hasan Yamani,aamin berkah jaya selalu pondok pesantren syekh hasan yamani,Positif,Kegiatan Pondok,Aamin berkah jaya selalu pondok pesantren syekh hasan yamani,"['aamin', 'berkah', 'jaya', 'pondok', 'pesantren', 'syekh', 'hasan', 'yamani']",8,Sosial,positif
501,Ponpes Syekh Hasan Yamani,amiin berkah jaya selalu pondok pesantren syekh hasan yamani,Positif,Kegiatan Pondok,Amiin berkah jaya selalu pondok pesantren syekh hasan yamani,"['amiin', 'berkah', 'jaya', 'pondok', 'pesantren', 'syekh', 'hasan', 'yamani']",8,Sosial,positif
502,Ponpes Syekh Hasan Yamani,klo beginimi ustadzah hadirin hadirat sangat banyak rame sekali ada panggung gembira nya wow sungguh riah luar biasa ustadzah denah parkir maulid nabi muhammad saw pp s hasan yamani,Negatif,Motivasi/Spiritual,Klo beginimi ustadzah hadirin hadirat sangat banyak rame sekali ada panggung gembira nya wow sungguh riah luar biasa ustadzah denah parkir maulid nabi muhammad saw pp s hasan yamani,"['klo', 'beginimi', 'ustadzah', 'hadirin', 'hadirat', 'rame', 'panggung', 'gembira', 'nya', 'wow', 'sungguh', 'riah', 'ustadzah', 'denah', 'parkir', 'maulid', 'nabi', 'muhammad', 'saw', 'pp', 's', 'hasan', 'yamani']",4,Pembinaan Karakter,positif
503,Ponpes Syekh Hasan Yamani,masyaallah denah parkir maulid nabi muhammad saw pp s hasan yamani,Negatif,Motivasi/Spiritual,Masyaallah denah parkir maulid nabi muhammad saw pp s hasan yamani,"['masyaallah', 'denah', 'parkir', 'maulid', 'nabi', 'muhammad', 'saw', 'pp', 's', 'hasan', 'yamani']",4,Pembinaan Karakter,positif
504,Ponpes Syekh Hasan Yamani,masyaallah denah parkir maulid nabi muhammad saw pp s hasan yamani,Negatif,Motivasi/Spiritual,Masyaallah denah parkir maulid nabi muhammad saw pp s hasan yamani,"['masyaallah', 'denah', 'parkir', 'maulid', 'nabi', 'muhammad', 'saw', 'pp', 's', 'hasan', 'yamani']",4,Pembinaan Karakter,positif
505,Ponpes Syekh Hasan Yamani,kapan pg pondok denah parkir maulid nabi muhammad saw pp s hasan yamani,Negatif,Motivasi/Spiritual,Kapan pg pondok denah parkir maulid nabi muhammad saw pp s hasan yamani,"['pg', 'pondok', 'denah', 'parkir', 'maulid', 'nabi', 'muhammad', 'saw', 'pp', 's', 'hasan', 'yamani']",4,Pembinaan Karakter,positif
506,Ponpes Syekh Hasan Yamani, denah parkir maulid nabi muhammad saw pp s hasan yamani,Negatif,Motivasi/Spiritual,Denah parkir maulid nabi muhammad saw pp s hasan yamani,"['denah', 'parkir', 'maulid', 'nabi', 'muhammad', 'saw', 'pp', 's', 'hasan', 'yamani']",4,Pembinaan Karakter,positif
507,Ponpes Syekh Hasan Yamani,masya allah bikin merinding anak luar biasa orang tua didik juara qori al quran tingkat nasional,Negatif,Prestasi,Masya allah bikin merinding anak luar biasa orang tua didik juara qori al quran tingkat nasional,"['masya', 'allah', 'bikin', 'merinding', 'anak', 'orang', 'tua', 'didik', 'juara', 'qori', 'al', 'quran', 'tingkat', 'nasional']",0,Kualitas Guru,netral
508,Ponpes Syekh Hasan Yamani,masyaalloh tabarrokalloh juara qori al quran tingkat nasional,Positif,Prestasi,Masyaalloh tabarrokalloh juara qori al quran tingkat nasional,"['masyaalloh', 'tabarrokalloh', 'juara', 'qori', 'al', 'quran', 'tingkat', 'nasional']",0,Kualitas Guru,positif
509,Ponpes Syekh Hasan Yamani,masyaallah alhamdulillah berkah dunia akhirat juara qori al quran tingkat nasional,Positif,Prestasi,Masyaallah alhamdulillah berkah dunia akhirat juara qori al quran tingkat nasional,"['masyaallah', 'alhamdulillah', 'berkah', 'dunia', 'akhirat', 'juara', 'qori', 'al', 'quran', 'tingkat', 'nasional']",0,Kualitas Guru,positif
510,Ponpes Syekh Hasan Yamani,alhamdulillah juara qori al quran tingkat nasional,Positif,Prestasi,Alhamdulillah juara qori al quran tingkat nasional,"['alhamdulillah', 'juara', 'qori', 'al', 'quran', 'tingkat', 'nasional']",0,Kualitas Guru,positif
511,Ponpes Syekh Hasan Yamani,seluruh serta golong ank ank liat live rri samarinda qori syahruddin paling ngetop xd full fowerr persis cara qori syamsuri pirdaus pas mas kecil semogah qori syahruddin sehat selalu tahun depan paling baik seluruh baik amiin juara qori al quran tingkat nasional,Positif,Prestasi,Seluruh serta golong ank ank liat live rri samarinda qori syahruddin paling ngetop xd full fowerr persis cara qori syamsuri pirdaus pas mas kecil semogah qori syahruddin sehat selalu tahun depan paling baik seluruh baik amiin juara qori al quran tingkat nasional,"['golong', 'ank', 'ank', 'liat', 'live', 'rri', 'samarinda', 'qori', 'syahruddin', 'ngetop', 'xd', 'full', 'fowerr', 'persis', 'qori', 'syamsuri', 'pirdaus', 'pas', 'mas', 'semogah', 'qori', 'syahruddin', 'sehat', 'amiin', 'juara', 'qori', 'al', 'quran', 'tingkat', 'nasional']",7,Motivasi/Spiritual,positif
512,Ponpes Syekh Hasan Yamani,masyaallah juara qori al quran tingkat nasional,Positif,Prestasi,Masyaallah juara qori al quran tingkat nasional,"['masyaallah', 'juara', 'qori', 'al', 'quran', 'tingkat', 'nasional']",0,Kualitas Guru,positif
513,Ponpes Syekh Hasan Yamani,maa syaa allah benar juara kembar karena nilai sama juara mtq nasional kategori tilawah anak anak syahruddin,Negatif,Kegiatan Pondok,Maa syaa allah benar juara kembar karena nilai sama juara mtq nasional kategori tilawah anak anak syahruddin,"['maa', 'syaa', 'allah', 'juara', 'kembar', 'nilai', 'juara', 'mtq', 'nasional', 'kategori', 'tilawah', 'anak', 'anak', 'syahruddin']",4,Pembinaan Karakter,negatif
514,Ponpes Syekh Hasan Yamani,subhanallah selamat sukses buat ponpes shy mtq nasional kategori tilawah anak anak syahruddin,Netral,Kegiatan Pondok,Subhanallah selamat sukses buat ponpes shy mtq nasional kategori tilawah anak anak syahruddin,"['subhanallah', 'selamat', 'sukses', 'ponpes', 'shy', 'mtq', 'nasional', 'kategori', 'tilawah', 'anak', 'anak', 'syahruddin']",4,Pembinaan Karakter,netral
515,Ponpes Syekh Hasan Yamani,masyaallah mtq nasional kategori tilawah anak anak syahruddin,Negatif,Kegiatan Pondok,Masyaallah mtq nasional kategori tilawah anak anak syahruddin,"['masyaallah', 'mtq', 'nasional', 'kategori', 'tilawah', 'anak', 'anak', 'syahruddin']",4,Pembinaan Karakter,negatif
516,Ponpes Syekh Hasan Yamani,alhamdulillah selamat anak sholeh mtq nasional kategori tilawah anak anak syahruddin,Positif,Kegiatan Pondok,Alhamdulillah selamat anak sholeh mtq nasional kategori tilawah anak anak syahruddin,"['alhamdulillah', 'selamat', 'anak', 'sholeh', 'mtq', 'nasional', 'kategori', 'tilawah', 'anak', 'anak', 'syahruddin']",4,Pembinaan Karakter,negatif
517,Ponpes Syekh Hasan Yamani,masya allah slmt nak sharul mtq nasional kategori tilawah anak anak syahruddin,Negatif,Kegiatan Pondok,Masya allah slmt nak sharul mtq nasional kategori tilawah anak anak syahruddin,"['masya', 'allah', 'slmt', 'nak', 'sharul', 'mtq', 'nasional', 'kategori', 'tilawah', 'anak', 'anak', 'syahruddin']",4,Pembinaan Karakter,negatif
518,Ponpes Syekh Hasan Yamani,masya allah selamat nak mtq nasional kategori tilawah anak anak syahruddin,Positif,Kegiatan Pondok,Masya allah selamat nak mtq nasional kategori tilawah anak anak syahruddin,"['masya', 'allah', 'selamat', 'nak', 'mtq', 'nasional', 'kategori', 'tilawah', 'anak', 'anak', 'syahruddin']",4,Pembinaan Karakter,netral
519,Ponpes Syekh Hasan Yamani,masyaallah mtq nasional kategori tilawah anak anak syahruddin,Negatif,Kegiatan Pondok,Masyaallah mtq nasional kategori tilawah anak anak syahruddin,"['masyaallah', 'mtq', 'nasional', 'kategori', 'tilawah', 'anak', 'anak', 'syahruddin']",4,Pembinaan Karakter,negatif
520,Ponpes Syekh Hasan Yamani,maasyaallah mtq nasional kategori tilawah anak anak syahruddin,Negatif,Kegiatan Pondok,Maasyaallah mtq nasional kategori tilawah anak anak syahruddin,"['maasyaallah', 'mtq', 'nasional', 'kategori', 'tilawah', 'anak', 'anak', 'syahruddin']",4,Pembinaan Karakter,negatif
521,Ponpes Syekh Hasan Yamani,masya allah slmt baut sharul sukses sllu nak ganteng mtq nasional kategori tilawah anak anak syahruddin,Negatif,Kegiatan Pondok,Masya allah slmt baut sharul sukses sllu nak ganteng mtq nasional kategori tilawah anak anak syahruddin,"['masya', 'allah', 'slmt', 'baut', 'sharul', 'sukses', 'sllu', 'nak', 'ganteng', 'mtq', 'nasional', 'kategori', 'tilawah', 'anak', 'anak', 'syahruddin']",4,Pembinaan Karakter,netral
522,Ponpes Syekh Hasan Yamani,masya allah selamat nak sholeh mtq nasional kategori tilawah anak anak syahruddin,Positif,Kegiatan Pondok,Masya allah selamat nak sholeh mtq nasional kategori tilawah anak anak syahruddin,"['masya', 'allah', 'selamat', 'nak', 'sholeh', 'mtq', 'nasional', 'kategori', 'tilawah', 'anak', 'anak', 'syahruddin']",4,Pembinaan Karakter,netral
523,Ponpes Syekh Hasan Yamani,maasyaaallah tabbarakallah mtq nasional kategori tilawah anak anak syahruddin,Negatif,Kegiatan Pondok,Maasyaaallah tabbarakallah mtq nasional kategori tilawah anak anak syahruddin,"['maasyaaallah', 'tabbarakallah', 'mtq', 'nasional', 'kategori', 'tilawah', 'anak', 'anak', 'syahruddin']",4,Pembinaan Karakter,negatif
524,Ponpes Syekh Hasan Yamani,masyaaallah sukses selalu nak soleh mtq nasional kategori tilawah anak anak syahruddin,Negatif,Kegiatan Pondok,Masyaaallah sukses selalu nak soleh mtq nasional kategori tilawah anak anak syahruddin,"['masyaaallah', 'sukses', 'nak', 'soleh', 'mtq', 'nasional', 'kategori', 'tilawah', 'anak', 'anak', 'syahruddin']",4,Pembinaan Karakter,negatif
525,Ponpes Syekh Hasan Yamani,alhamdulillah mtq nasional kategori tilawah anak anak syahruddin,Negatif,Kegiatan Pondok,Alhamdulillah mtq nasional kategori tilawah anak anak syahruddin,"['alhamdulillah', 'mtq', 'nasional', 'kategori', 'tilawah', 'anak', 'anak', 'syahruddin']",4,Pembinaan Karakter,negatif
526,Ponpes Syekh Hasan Yamani,masyaallah mtq nasional kategori tilawah anak anak syahruddin,Negatif,Kegiatan Pondok,Masyaallah mtq nasional kategori tilawah anak anak syahruddin,"['masyaallah', 'mtq', 'nasional', 'kategori', 'tilawah', 'anak', 'anak', 'syahruddin']",4,Pembinaan Karakter,negatif
527,Ponpes Syekh Hasan Yamani,masya allah mtq nasional kategori tilawah anak anak syahruddin,Negatif,Kegiatan Pondok,Masya allah mtq nasional kategori tilawah anak anak syahruddin,"['masya', 'allah', 'mtq', 'nasional', 'kategori', 'tilawah', 'anak', 'anak', 'syahruddin']",4,Pembinaan Karakter,negatif
528,Ponpes Syekh Hasan Yamani,alhamdulillohirobbil aalamiiin sudah cikup insya alloh nnti tahun berikutnx yang juaranx mtq nasional kategori tilawah anak anak syahruddin,Negatif,Kegiatan Pondok,Alhamdulillohirobbil aalamiiin sudah cikup insya alloh nnti tahun berikutnx yang juaranx mtq nasional kategori tilawah anak anak syahruddin,"['alhamdulillohirobbil', 'aalamiiin', 'cikup', 'insya', 'alloh', 'nnti', 'berikutnx', 'juaranx', 'mtq', 'nasional', 'kategori', 'tilawah', 'anak', 'anak', 'syahruddin']",1,Fasilitas,negatif
529,Ponpes Syekh Hasan Yamani,masya allah mtq nasional kategori tilawah anak anak syahruddin,Negatif,Kegiatan Pondok,Masya allah mtq nasional kategori tilawah anak anak syahruddin,"['masya', 'allah', 'mtq', 'nasional', 'kategori', 'tilawah', 'anak', 'anak', 'syahruddin']",4,Pembinaan Karakter,negatif
530,Ponpes Syekh Hasan Yamani,panjang umur abdi amin yra selamat ulang tahun ustadz fahri tajuddin,Positif,Kegiatan Pondok,Panjang umur abdi amin yra selamat ulang tahun ustadz fahri tajuddin,"['umur', 'abdi', 'amin', 'yra', 'selamat', 'ulang', 'ustadz', 'fahri', 'tajuddin']",3,Kegiatan Pondok,positif
531,Ponpes Syekh Hasan Yamani,barakallah fii umuriq pimpin xd senantiasa rendah hati tawadhu selalu jadi panutan santri selamat ulang tahun ustadz fahri tajuddin,Negatif,Kegiatan Pondok,Barakallah fii umuriq pimpin xd senantiasa rendah hati tawadhu selalu jadi panutan santri selamat ulang tahun ustadz fahri tajuddin,"['barakallah', 'fii', 'umuriq', 'pimpin', 'xd', 'senantiasa', 'rendah', 'hati', 'tawadhu', 'panutan', 'santri', 'selamat', 'ulang', 'ustadz', 'fahri', 'tajuddin']",3,Kegiatan Pondok,positif
532,Ponpes Syekh Hasan Yamani,barakallah ust fahri moga sehat selalu panjang umur selamat ulang tahun ustadz fahri tajuddin,Positif,Kegiatan Pondok,Barakallah ust fahri moga sehat selalu panjang umur selamat ulang tahun ustadz fahri tajuddin,"['barakallah', 'ust', 'fahri', 'moga', 'sehat', 'umur', 'selamat', 'ulang', 'ustadz', 'fahri', 'tajuddin']",3,Kegiatan Pondok,positif
